"locpol2","locpol3","locpol4","psplines","Gasser_Muller","NW_Var","proposed_est"
0.613564252853394,0.770684003829956,1.22271919250488,0.0110375881195068,0.302316427230835,0.662855863571167,37.1799409389496
0.455883026123047,0.560589075088501,0.710038185119629,0.00473737716674805,0.256257772445679,0.610845804214478,36.4434516429901
0.396624565124512,0.56891655921936,0.759883403778076,0.00464105606079102,0.21370267868042,0.571933507919312,37.2140958309174
0.39673376083374,0.563911437988281,0.754755258560181,0.00468659400939941,0.231873512268066,0.535188913345337,36.9343557357788
0.373082399368286,0.533651828765869,0.748864412307739,0.00531148910522461,0.229298830032349,0.561846256256104,36.7410345077515
0.462949991226196,0.692636728286743,0.799151182174683,0.00496816635131836,0.240298509597778,0.598174810409546,37.0168516635895
0.421866416931152,0.670483350753784,0.99616527557373,0.00513601303100586,0.22881031036377,0.583762407302856,36.3588428497314
0.474173069000244,0.632980585098267,0.705213785171509,0.00525498390197754,0.24208402633667,0.583105802536011,37.1416835784912
0.432287454605103,0.573036670684814,0.808895826339722,0.00473213195800781,0.244426012039185,0.550265550613403,37.3585565090179
0.387479782104492,0.602590084075928,0.751129150390625,0.00467228889465332,0.216010808944702,0.538781642913818,37.0824587345123
0.373842000961304,0.62274694442749,0.709629058837891,0.00473141670227051,0.227463483810425,0.543983221054077,36.4791131019592
0.403146743774414,0.570651769638062,0.706342220306396,0.00471949577331543,0.213507413864136,0.560863733291626,36.704873085022
0.396875619888306,0.63191819190979,0.701908349990845,0.00466322898864746,0.217888593673706,0.515518426895142,36.9116055965424
0.400332689285278,0.536328554153442,0.747593402862549,0.00461697578430176,0.213924169540405,0.569824695587158,36.8739397525787
0.375214576721191,0.583319664001465,0.771040916442871,0.00486946105957031,0.227844953536987,0.556397438049316,37.2899577617645
0.407539844512939,0.642351388931274,0.944931745529175,0.00487422943115234,0.267653465270996,0.57354736328125,37.0409979820251
0.428879022598267,0.720671892166138,0.89460563659668,0.00458598136901855,0.227431058883667,0.566118240356445,36.3570799827576
0.398290395736694,0.504141807556152,0.699413061141968,0.00475263595581055,0.253109455108643,0.567912340164185,37.0022106170654
0.420655965805054,0.535621643066406,0.752123117446899,0.00516748428344727,0.243160724639893,0.603951215744019,36.7895479202271
0.406863212585449,0.607541084289551,0.75683069229126,0.00466680526733398,0.229378938674927,0.559852600097656,37.1839084625244
0.402169704437256,0.560654878616333,0.852844476699829,0.00501489639282227,0.230431079864502,0.616720914840698,36.6846446990967
0.370768785476685,0.560872793197632,0.748808145523071,0.00502800941467285,0.199101686477661,0.551509380340576,36.7062261104584
0.470438480377197,0.803405046463013,1.0681004524231,0.00458931922912598,0.226042509078979,0.536607265472412,36.8235924243927
0.43091893196106,0.684470891952515,0.998238086700439,0.00470352172851562,0.198337316513062,0.562397241592407,36.4861323833466
0.407452344894409,0.639531850814819,0.765878200531006,0.00496101379394531,0.225978136062622,0.564274549484253,36.375394821167
0.408692598342896,0.642632961273193,0.848910808563232,0.00546574592590332,0.227900743484497,0.595321178436279,37.0254020690918
0.374487400054932,0.569726943969727,0.766583681106567,0.0046226978302002,0.228963851928711,0.563821315765381,37.5088629722595
0.394861698150635,0.527200937271118,0.74968147277832,0.00463390350341797,0.284134387969971,0.601707696914673,36.8617649078369
0.375569581985474,0.563545942306519,0.798407077789307,0.00484609603881836,0.214466094970703,0.779110908508301,37.0661017894745
0.424624681472778,0.562509298324585,0.797885179519653,0.00466060638427734,0.271687746047974,0.590174436569214,36.1519587039948
0.392428398132324,0.564249515533447,0.752557754516602,0.00472927093505859,0.217287540435791,0.598438262939453,37.0462174415588
0.377771615982056,0.56389856338501,0.749093770980835,0.00475811958312988,0.224146842956543,0.544702291488647,36.9645464420319
0.371276140213013,0.593484401702881,0.747298717498779,0.00479292869567871,0.213385820388794,0.553682327270508,37.1598839759827
0.387116432189941,0.546595811843872,0.753347158432007,0.00477933883666992,0.229844331741333,0.586984634399414,37.0659656524658
0.400836706161499,0.559437990188599,0.753974437713623,0.00487089157104492,0.214792013168335,0.547727823257446,37.1932754516602
0.41119647026062,0.528573513031006,0.85370135307312,0.0047447681427002,0.226837158203125,0.556580305099487,37.2473356723785
0.445308685302734,0.618833780288696,0.77015495300293,0.00493526458740234,0.224260091781616,0.551599740982056,36.4124059677124
0.370736122131348,0.641340970993042,0.750266075134277,0.00479483604431152,0.210023164749146,0.523689985275269,36.6868727207184
0.381104469299316,0.572548151016235,0.731613397598267,0.00487756729125977,0.257966279983521,0.571256637573242,37.0008833408356
0.395774602890015,0.568977117538452,0.702727556228638,0.00466537475585938,0.222714900970459,0.519402503967285,36.615341424942
0.472912311553955,0.543900012969971,0.748863220214844,0.00467920303344727,0.228118181228638,0.543164730072021,35.9639370441437
0.425880193710327,0.772147417068481,0.809191226959229,0.00480818748474121,0.238722324371338,0.557366371154785,37.6208837032318
0.383535385131836,0.570162296295166,0.757193803787231,0.00480389595031738,0.216901779174805,0.541817665100098,36.3394951820374
0.405173778533936,0.639239072799683,0.80016827583313,0.00475406646728516,0.200390338897705,0.532192468643188,36.8254919052124
0.379409074783325,0.529316186904907,0.845919847488403,0.00481843948364258,0.259731292724609,0.590525150299072,37.5649046897888
0.374485969543457,0.531618118286133,0.751063108444214,0.00477766990661621,0.247795104980469,0.5474853515625,36.8397948741913
0.383346319198608,0.600591897964478,0.755968332290649,0.00479340553283691,0.241841316223145,0.5946364402771,37.2872521877289
0.392971038818359,0.55696177482605,0.705154657363892,0.00476431846618652,0.217646598815918,0.550987243652344,37.011646270752
0.379554748535156,0.56303071975708,0.704644203186035,0.00497841835021973,0.254930019378662,0.589123725891113,36.4261455535889
0.41633939743042,0.567510604858398,0.699920654296875,0.00553321838378906,0.215768098831177,0.578032493591309,37.5192306041718
0.377463579177856,0.599901437759399,0.781706571578979,0.00500917434692383,0.187440633773804,0.52098560333252,35.9472799301147
0.408775329589844,0.545450448989868,0.780437469482422,0.00478363037109375,0.218093872070312,0.564010620117188,37.0523319244385
0.407967090606689,0.622473478317261,0.909992456436157,0.00519967079162598,0.245884418487549,0.557060718536377,36.3497247695923
0.353383541107178,0.620887279510498,0.790002584457397,0.00485587120056152,0.246040344238281,0.585080146789551,36.4983201026917
0.388069629669189,0.53953742980957,0.817907333374023,0.00455093383789062,0.243423938751221,0.589065551757812,38.2930438518524
0.365522861480713,0.660979986190796,0.728983402252197,0.00473356246948242,0.203111410140991,0.554900407791138,36.3909707069397
0.416023254394531,0.546765089035034,0.777579545974731,0.00474357604980469,0.230693578720093,0.567323684692383,37.0542986392975
0.378230810165405,0.642571687698364,0.852107286453247,0.00471019744873047,0.228540420532227,0.58260703086853,37.0194430351257
0.435803651809692,0.59812068939209,0.852392196655273,0.00472879409790039,0.264113426208496,0.554938793182373,37.2526030540466
0.400593280792236,0.600487470626831,0.749175548553467,0.00461792945861816,0.224647045135498,0.588004589080811,36.5753076076508
0.409141302108765,0.67318868637085,0.751122951507568,0.00452351570129395,0.224515676498413,0.796992778778076,37.2921679019928
0.371076107025146,0.63732123374939,0.851898670196533,0.00464868545532227,0.225718975067139,0.552590131759644,36.8428952693939
0.373782873153687,0.60230565071106,0.767388820648193,0.00465583801269531,0.206755876541138,0.523937225341797,37.2304322719574
0.372009038925171,0.596980810165405,0.749173641204834,0.0122942924499512,0.233798265457153,0.545287847518921,37.0049607753754
0.384326219558716,0.585402727127075,0.698798418045044,0.0048985481262207,0.271892547607422,0.61298680305481,37.2658631801605
0.40133810043335,0.527005434036255,0.753103494644165,0.00475430488586426,0.223412990570068,0.591632843017578,36.2428624629974
0.374956130981445,0.537479162216187,0.751171112060547,0.00481605529785156,0.198342800140381,0.5281081199646,37.0600001811981
0.373070955276489,0.53020191192627,0.798441648483276,0.00509381294250488,0.258739948272705,0.629535436630249,37.0793993473053
0.576911687850952,0.882197380065918,0.803331613540649,0.00471663475036621,0.50316858291626,0.580166339874268,36.6703276634216
0.401562690734863,0.532211542129517,0.868020057678223,0.00478172302246094,0.21420693397522,0.566242218017578,36.2894794940948
0.377425670623779,0.638351678848267,0.751842737197876,0.00467228889465332,0.200693845748901,0.568932771682739,36.4493362903595
0.374867916107178,0.592896461486816,0.754748106002808,0.00515294075012207,0.215277910232544,0.570821285247803,37.0911133289337
0.420994520187378,0.612442970275879,1.09688949584961,0.0048222541809082,0.226258039474487,0.542513847351074,36.6903667449951
0.41251802444458,0.61608099937439,0.800869703292847,0.00488376617431641,0.234661817550659,0.628759384155273,37.6563274860382
0.435764312744141,0.577589511871338,0.778665542602539,0.00463128089904785,0.219767093658447,0.55451226234436,36.6764390468597
0.390690803527832,0.660920381546021,0.89856219291687,0.00476908683776855,0.247962713241577,0.610400199890137,37.4501795768738
0.384347200393677,0.544795989990234,0.724511384963989,0.0046994686126709,0.27720046043396,0.588548898696899,37.2609531879425
0.422372102737427,0.577751159667969,0.757964849472046,0.00459671020507812,0.213297128677368,0.563441276550293,37.0629453659058
0.412280559539795,0.650730133056641,0.881572723388672,0.00527787208557129,0.442471981048584,0.761650800704956,36.9974863529205
0.438343048095703,0.579477310180664,0.759965419769287,0.00480055809020996,0.200530529022217,0.515219688415527,36.1274642944336
0.402548313140869,0.568140268325806,0.708129405975342,0.00474953651428223,0.212058782577515,0.564651250839233,37.0967352390289
0.421810150146484,0.677318811416626,0.797292232513428,0.00467395782470703,0.211481094360352,0.532188653945923,36.8612661361694
0.431566715240479,0.571516990661621,0.714805126190186,0.00490760803222656,0.262373924255371,0.567872524261475,37.337325334549
0.391477823257446,0.539049386978149,0.81702446937561,0.00456953048706055,0.232189893722534,0.612722873687744,38.1118276119232
0.439093828201294,0.654830694198608,0.921895503997803,0.00496363639831543,0.230063438415527,0.57801365852356,37.7472796440125
0.384337186813354,0.577616691589355,0.761513471603394,0.00592327117919922,0.219423055648804,0.589182138442993,37.0781865119934
0.437059879302979,0.587077379226685,0.717784881591797,0.00491929054260254,0.213053703308105,0.563974142074585,37.3507936000824
0.411051988601685,0.611476182937622,0.877288579940796,0.00468015670776367,0.230566501617432,0.588172912597656,36.985360622406
0.440932512283325,0.572069406509399,0.762680768966675,0.00471234321594238,0.272079467773438,0.656787633895874,37.7801270484924
0.49620509147644,0.642513990402222,1.00785970687866,0.00486636161804199,0.232438564300537,0.563455104827881,37.0009789466858
0.434529066085815,0.567861318588257,0.809009790420532,0.00466084480285645,0.214542627334595,0.553399324417114,36.1660983562469
0.381990909576416,0.521263599395752,0.799987077713013,0.00554037094116211,0.297552824020386,0.633482933044434,36.7954788208008
0.389896154403687,0.640485525131226,0.799060106277466,0.00465154647827148,0.240100860595703,0.777468204498291,37.1502180099487
0.374560594558716,0.587548494338989,0.760669231414795,0.0049138069152832,0.241307020187378,0.576308965682983,36.9167940616608
0.382649421691895,0.636750459671021,0.813983917236328,0.00473737716674805,0.213836669921875,0.560024499893188,36.9779748916626
0.413512706756592,0.571913242340088,0.848872423171997,0.00472068786621094,0.241644859313965,0.595890045166016,37.627406835556
0.507962942123413,0.602447271347046,0.794881582260132,0.0120000839233398,0.241761922836304,0.557656049728394,37.4017119407654
0.405796051025391,0.607652902603149,0.747530937194824,0.00474238395690918,0.22750186920166,0.530930280685425,36.6881077289581
