jobid,k_opt,MAE_adj,Med_Abs_Err,scenario
52,9,1.45094664741983,0.945535715491234,Proposed
52,10,1.32743517034054,0.874351671344831,Oracle
53,10,1.4788871897633,0.841013020533832,Proposed
53,12,1.32248281356823,0.700095235321704,Oracle
54,12,1.33879061011503,1.09572233226799,Proposed
54,14,1.29914299687892,1.19899098306522,Oracle
55,11,1.36398892635905,0.733150540566943,Proposed
55,12,1.3092853636591,0.861781602217973,Oracle
56,11,1.13728477283234,0.647931366162688,Proposed
56,11,0.991105746556136,0.957632974716552,Oracle
57,9,1.45197606695167,0.836603651895708,Proposed
57,11,1.09805613872748,0.364217111612291,Oracle
58,10,1.4350513714487,0.942044737572302,Proposed
58,12,1.24826096062167,0.888353984391785,Oracle
59,10,1.63961945352504,1.61174597734878,Proposed
59,12,1.46783861992711,1.51605569624277,Oracle
60,11,1.37352220697813,0.884007052953756,Proposed
60,14,1.1122610113265,0.663119187927558,Oracle
61,10,1.20136355510384,0.632503456803263,Proposed
61,12,1.34411932932896,1.33173176936281,Oracle
62,10,1.26666928417916,0.932675663698499,Proposed
62,11,1.30912727749254,0.973368314304474,Oracle
63,11,1.40841400509957,1.27292103563561,Proposed
63,13,1.30600846255415,1.18234775661099,Oracle
64,9,1.71383575863568,1.7058553672384,Proposed
64,11,1.44853822805867,1.11652031567659,Oracle
65,11,1.30010691427312,0.58907484747325,Proposed
65,13,1.07817506250599,0.647290904446676,Oracle
66,8,1.63081185945678,1.38253881796926,Proposed
66,14,1.35466902431282,1.18536448018234,Oracle
67,9,1.01882946683444,0.932130686226706,Proposed
67,11,0.733725051365239,0.618711957710553,Oracle
68,8,1.17175577356064,0.87074316200484,Proposed
68,12,0.995194416754879,0.974951402090065,Oracle
69,8,1.60924971981192,1.29002859120515,Proposed
69,13,1.12736128770145,1.05231023001154,Oracle
70,8,1.60740937389237,1.29389074942756,Proposed
70,9,1.42810530919502,1.07515581655987,Oracle
71,13,1.39082212696817,1.13235550631224,Proposed
71,14,1.31091875343364,1.25242916701826,Oracle
72,9,1.69985211689087,1.29656764379258,Proposed
72,10,1.03192256496158,0.912862949935447,Oracle
73,10,1.45660144763996,0.687143738108661,Proposed
73,11,1.40917016505164,0.669578384831476,Oracle
74,11,1.18737085961095,0.802038233445907,Proposed
74,12,1.20965440270947,0.840754675560815,Oracle
75,8,1.69962411286348,1.19888720687434,Proposed
75,12,1.4706982384338,0.808684072131384,Oracle
76,10,1.18162019682766,1.03835937289992,Proposed
76,13,1.01383232531347,0.929253251149447,Oracle
77,10,1.51294832255637,1.18440957391208,Proposed
77,15,1.30410926723815,1.14485923757396,Oracle
78,10,1.3951504878453,0.851975112063621,Proposed
78,14,1.19737191663359,1.09304717559308,Oracle
79,11,1.54266972610815,0.695162078117738,Proposed
79,10,1.38185483203672,1.11024921547896,Oracle
80,10,1.28531513273703,0.906938387232312,Proposed
80,11,1.04526630776447,0.81584267834552,Oracle
81,9,1.59779008236147,1.35257850362125,Proposed
81,13,1.08049436344757,1.01892694372819,Oracle
82,9,1.27999450913191,1.01734964151448,Proposed
82,11,1.12830736770199,0.879823094510256,Oracle
83,11,1.14719377687021,0.96939760918402,Proposed
83,13,1.0745746649078,0.997901452583467,Oracle
84,8,1.60189543531631,1.30570582071142,Proposed
84,11,1.45464175460786,0.691908764638982,Oracle
85,10,1.40198061694949,1.00633940083987,Proposed
85,12,1.3210876937701,1.06716425075556,Oracle
86,9,1.16309444297933,0.944107222904094,Proposed
86,11,1.03790494058956,0.853649795331308,Oracle
87,10,1.52930726506054,1.01997898098104,Proposed
87,12,1.30556492314266,1.2416447395052,Oracle
88,10,1.62488868866353,1.401172184446,Proposed
88,13,1.41769588363382,1.32851135061759,Oracle
89,10,1.51427992243995,1.26392651360461,Proposed
89,14,1.41168973056526,1.15650443505002,Oracle
90,10,1.32197901831053,0.726239977390086,Proposed
90,13,1.16610340658149,1.02881439842816,Oracle
91,11,1.51143419318288,1.2927960978169,Proposed
91,12,1.21901561626324,0.792273019281481,Oracle
92,9,2.07111304528889,1.71891956549075,Proposed
92,11,1.68460189568848,1.56176720917868,Oracle
93,9,1.40876215478835,1.15660973915227,Proposed
93,11,1.32565435904202,1.3749459444186,Oracle
94,9,1.39710601418913,1.05497272337334,Proposed
94,10,1.31746571695406,0.878951045330302,Oracle
95,10,1.29907903737693,0.977918766478661,Proposed
95,13,1.05965525298154,1.0843712235824,Oracle
96,12,1.1553307907168,1.02503498515986,Proposed
96,13,1.41905494539872,1.40615747029696,Oracle
97,10,1.69543488884918,1.20567419898477,Proposed
97,11,1.67314567030926,1.13921657695396,Oracle
98,9,1.22115489990591,1.24072287357047,Proposed
98,10,1.07508023956203,1.07701695834077,Oracle
99,9,1.30096423377217,0.956861052008042,Proposed
99,11,1.27028540754941,0.819443602396231,Oracle
100,9,1.97750174957747,1.71029992584174,Proposed
100,14,1.55394896313811,1.3886035898613,Oracle
